Symbol chromosome start end
OR2T5 1 248488589 248489536
RPEL1 10 103245887 103248016
C17orf51 17 21439840 21551678
DCAF8L1 X 27977993 27981449
KRBA2 17 8368637 8376711
TRIM51 11 55883297 55891810
ANKRD63 15 40278369 40282987
C19orf71 19 3539157 3544030
SHISA8 22 41909533 41915093
ZNF619 3 40477113 40490237
OR2M5 1 248145148 248146086
OR6C68 12 55492378 55493316
OR6C76 12 55426254 55427192
OR6C6 12 55294288 55295232
ZNF789 7 99472829 99487600
ZNF486 19 20167214 20200490
GOLGA8H 15 30545870 30617827
ANKRD61 7 6031376 6036552
SP9 2 174334960 174346005
ARL14EPL 5 116050393 116059426
C2orf81 2 74414176 74417717
TMEM247 2 46479497 46484579
XKR7 20 31968002 31998453
TRIM77 11 89710299 89717872
ZNF681 19 23739195 23758891
TRIM64 11 89966087 89974072
IGFL4 19 46039748 46057132
DCAF12L1 X 126549383 126552859
KIF28P 1 246770907 246839587
ITIH6 X 54748899 54798240
C11orf91 11 33698108 33700740
C12orf71 12 27081057 27084144
UQCRHL 1 15807162 15807699
TTC24 1 156579727 156587797
C11orf94 11 45906534 45907282
N4BP2L1 13 32400723 32429614
SMLR1 6 130827405 130837135
ZNF814 19 57869379 57889074
GOLGA6L10 15 82339993 82349475
IGSF22 11 18704305 18726230
SAMD13 1 84274952 84350798
ZNF682 19 20004418 20039526
DUX3   
OR5H14 3 98148718 98150399
OR2AK2 1 247965332 247966339
OR11H4 14 20242792 20243766
OR52N5 11 5777634 5778667
OR52N4 11 5722259 5755958
OR10G8 11 124029623 124030558
OR8G5 11 124241158 124323224
OR4C11 11 55603354 55604398
OR56B4 11 6107684 6108835
OR2T10 1 248592830 248593768
OR56A1 11 6026671 6027741
OR51F2 11 4821386 4822414
OR51A7 11 4907370 4908308
OR4F3 5 181367287 181368225
KRTAP2-2 17 41054498 41055211
GIMD1 4 106357335 106368788
RNF215 22 30378812 30387313
OR4N4 15 22094431 22095864
TMEM88B 1 1426128 1427787
PRAMEF12 1 12763223 12777906
XKR5 8 6808517 6835644
AADACL3 1 12716115 12728759
LIMS4 2 110445883 110473075
C8orf22 8 49054336 49076083
PRAMEF8 1 13281304 13285137
ZNF766 19 52269571 52292726
NPIPA3 16 14706473 14726338
KRTAP12-3 21 44657932 44658341
WTH3DI 2 131360492 131364158
C8orf88 8 90958478 90985257
TMEM82 1 15742492 15747797
FAM183A 1 43142979 43156396
ZNF808 19 52527652 52570178
SRRM3 7 76166675 76287292
MS4A14 11 60396014 60417756
C11orf97 11 94512529 94532123
STMND1 6 17102258 17131372
PLCXD3 5 41306946 41510628
POTEB2 15 20835372 20866431
SPACA5B X 48130657 48132613
GOLGA6L9 15 82417678 82439387
POTEC 18 14509778 14543600
C19orf35 19 2274632 2282182
C1orf101 1 244452100 244640362
C6orf223 6 44000597 44005958
FAM24B 10 122849094 122879641
TEDDM1 1 182398117 182400616
SUN3 7 47987148 48029127
OR14I1 1 248483422 248698899
CCDC144NL 17 20847348 20896647
ZNF721 4 439984 499171
C17orf50 17 35760593 35765079
C19orf73 19 49118397 49119140
TMEM170B 6 11538196 11583524
ZNF878 19 12043648 12052967
C5orf63 5 127035666 127073539
TMPRSS11F 4 68053198 68129869
RSPH10B2 7 6754108 6798775
ZNF677 19 53235385 53254858
ZNF548 19 57389850 57402551
ZNF853 7 6615719 6624290
TMEM262 11 65088212 65089990
RD3L 14 103940426 103942308
ZNF705A 12 8157012 8180046
ANKRD34C 15 79282804 79298239
PGPEP1L 15 98968230 99007795
ZNF729 19 22286450 22317176
LCE6A 1 152842854 152843983
ZNF880 19 52369917 52385795
C11orf45 11 128899565 128909717
ZNF441 19 11767000 11784078
SLC9C2 1 173500465 173603094
BECN2 1 241957767 241959062
KRTAP19-4 21 30496856 30497110
FAM133A X 93673736 93712274
TSPAN19 12 85014311 85036278
C3orf36 3 133928145 133929812
GOLGA6L22 15 22458903 22468026
SLCO1B7 12 21015696 21090106
TMEM80 11 695591 705028
FAM187B 19 35224801 35228725
SRRM5 19 43612101 43614498
SPDYE6 7 102345752 102357047
PRAMEF2 1 12857086 12861909
DEFB136 8 11973937 11974599
DEFB135 8 11982321 11984590
ZNF727 7 64044801 64085184
OVCH1 12 29422128 29497800
DEFB130 8 12310962 12318316
ARL17A 17 46499818 46579792
RPL36A-HNRNPH2 X 101390890 101414140
OR4F29 1 450740 451678
OR2T12 1 248294616 248295578
OR4F16 1 685716 686654
TPBGL 11 75240905 75243704
THEGL 4 56530575 56641550
C2CD4D 1 151837818 151845329
TEX22 14 105398583 105413859
TMEM72 10 44911308 44937010
FAM196A 10 127135426 127196216
FAM229B 6 112087471 112102790
ZYG11A 1 52842511 52894575
SMIM22 16 4788391 4796491
C10orf105 10 71711701 71737824
CFAP99 4 2418893 2462963
LDLRAD2 1 21812265 21825221
WDR38 9 124853347 124857891
ARL13A X 100969040 100990831
ACCSL 11 43921084 44060307
TEX43 5 126631722 126636282
TMEM238 19 55379244 55384259
RPRML 17 46978156 46979248
C11orf96 11 43942556 43943883
MSANTD1 4 3241598 3265085
TMEM249 8 144353226 144355609
LRRC66 4 51993640 52020311
C1orf228 1 44674694 44725591
C17orf74 17 7424881 7427568
LKAAEAR1 20 64083376 64085144
PLAC8L1 5 146084149 146104383
GTSF1L 20 43726161 43727012
VSIG10L 19 51331541 51342124
TLDC2 20 36876121 36894235
C5orf47 5 173989159 174006140
C17orf64 17 60421085 60431426
NXPE2 11 114648490 114707117
FAM71E1 19 50466643 50476746
TMEM156 4 38966016 39032669
PODNL1 19 13931187 13953392
FAM155B X 69505201 69532508
C17orf102 17 34574123 34579369
ZNF843 16 31435564 31443027
ZNF549 19 57527081 57540886
ZNF610 19 52331863 52367123
C8orf44 8 66667552 66681149
RPL17-C18orf32 18 49481178 49492565
SPACA6 19 51693340 51705190
TCEB3CL2 18 46962768 46964644
TVP23C-CDRT4 17 15436015 15563631
ZNF705G 8 7357976 7362968
NPIPB4 16 21834568 21880845
PRSS48 4 151276779 151291611
XRCC8   
MSBP1   
TTLL8 22 50018575 50059132
FAM25A 10 87020289 87024730
C12orf74 12 92702843 92708549
C7orf69 7 47795291 47819847
C2orf27B 2 131794961 131801661
ZNF732 4 270675 305321
PAGE2B X 55029540 55078909
SLC26A10 12 57619910 57626151
LINC00452 13 113883717 113924812
NKX6-3 8 41646310 41647359
KRTAP9-9 17 41255384 41256364
OR2T27 1 248649931 248650884
OR4K17 14 20117407 20118438
OR4K13 14 20033844 20034758
OR8B3 11 124396410 124399522
OR56A3 11 5947347 5948294
OR8K5 11 56159394 56160317
OR2T4 1 248361581 248362627
OR4L1 14 20060045 20060983
OR2AP1 12 55574415 55575344
OR52J3 11 5046526 5047461
OR2L5 1 248021948 248022886
OR52N1 11 5787854 5788816
OR11H2 14 19712904 19714332
OR1L1 9 122661716 122662648
GOLGA8M 15 28698695 28718510
ANHX 12 133218312 133236220
LOC105377310 4 82469579 82480384
LOC105369216 9 88036866 88039819
TRIM64B 11 89870127 89878437
TRIM49D1 11 89911409 89920388
EFCAB9 5 172188430 172203454
SUPT20HL2 X 24310862 24313315
ZNF823 19 11721265 11739009
LACTBL1 1 22953043 22972316
C9orf153 9 86220265 86259657
VN1R5 1 247256072 247257145
C12orf80 12 52205581 52210855
NPIPA2 16 14745595 14765448
CEBPZOS 2 37196492 37204743
CEBPZOS 2 37211091 37216193
C16orf47 16 73126638 73144447
NATD1 17 21238870 21253266
C7orf33 7 148590565 148615860
C20orf144 20 33662286 33663915
ZNF813 19 53467735 53494292
ZNF697 1 119619377 119648170
ZNF772 19 57469586 57477570
C10orf126 10 28846408 28881898
ALG1L 3 125928840 125952098
OR2T3 1 248473351 248474307
WI2-2373I1.2 7 290170 294422
C17orf107 17 4899462 4905329
CCDC166 8 143706694 143708109
TEX13C X 125319811 125325214
C1orf234 1 23010834 23015850
METTL24 6 110245946 110358272
ASCL5 1 201113953 201115372
RNF225 19 58395657 58398954
C4orf51 4 145680104 145800392
C3orf84 3 49177539 49192181
C16orf90 16 3493484 3495721
C18orf63 18 74315875 74359187
KRTAP27-1 21 30337013 30337694
RNF224 9 137227566 137229640
PRR9 1 153205162 153219317
IQCF6 3 51778561 51779773
RNF223 1 1071746 1074307
C9orf172 9 136844415 136847345
LRRC14B 5 191511 195353
CCDC188 22 20148417 20151259
ZNF879 5 179023732 179034387
ARHGAP40 20 38601934 38650652
LRRC30 18 7231139 7232044
TMEM202 15 72398101 72408367
GDPD4 11 77216558 77301699
C15orf65 15 55408525 55418712
FDXACB1 11 111874056 111879457
LOC728392 17 5499427 5500999
LOC285556 4 99636529 99822027
LOC285423 4 149150322 149815835
LOC390937 19 41907535 41928122
LOC389895 X 140091667 140092911
C11orf88 11 111514785 111537031
LOC100505841 5 122129546 122182663
LOC100129924 1 42787990 42798230
LOC730159 1 173603008 173637134
CT45A8 X 135846497 135863879
CLEC19A 16 19285755 19324537
MPC1L X 40617505 40624139
C9orf92 9 16203935 16276313
FLJ44635 X 72144184 72161750
ANKRD36 2 97113186 97264521
PRAMEF10 1 12892896 12898270
BTBD19 1 44807457 44814199
CTAGE8 7 144266674 144269784
PRAMEF9 1 13175281 13179132
CDRT15L2 17 20579724 20580911
TVP23C 17 15502264 15563631
C6orf226 6 42890265 42890816
C9orf106 9 129321016 129322603
ZNF805 19 57240685 57262738
RTP5 2 241868319 241873823
GOLGA6L2 15 23439386 23447243
ZNF736 7 64313873 64356634
RFPL4B 6 112347330 112351296
IQCF3 3 51826883 51830858
ZNF517 8 144798876 144809144
ZNF493 19 21397119 21427495
ZNF615 19 51991332 52008238
ZNF845 19 53333714 53354869
ZNF347 19 53138300 53163938
ZNF611 19 52702813 52735054
ATP11AUN 13 112647044 112684497
C8orf87 8 93134095 93166850
PLEKHG4B 5 54015 189972
TBC1D3L 17 37978155 37989062
PRAMEF4 1 12879212 12886201
C9orf170 9 87148644 87159726
ZNF547 19 57363435 57379559
C14orf178 14 77760830 77769742
C3orf22 3 126521997 126558965
TRIM16L 17 18697998 18736118
ZNF416 19 57571010 57579180
TBC1D29 17 30559566 30565667
C8orf89 8 73241364 73285712
OR51A4 11 4946159 4947100
OR2L3 1 248060682 248061620
C6orf52 6 10671418 10694797
C16orf71 16 4734288 4749396
PRR35 16 560422 565529
HRES2   
FAM47E-STBD1 4 76251700 76311130
FPGT-TNNI3K 1 74198212 74544432
TBC1D3I 17 36253639 36264603
GVQW2 6 138725211 138773679
TRIM49B 11 49031600 49037977
TSPY8 Y 9357828 9360598
CORO7-PAM16 16 4340251 4416961
ZNF735 7 64207203 64220290
FAM205A 9 34723053 34729538
LGALS16 19 39655894 39660647
GAB4 22 16961936 17008278
C21orf140 21 34400112 34401072
PRR23B 3 139019031 139020926
C5orf58 5 170232552 170246231
CRCT1 1 152514502 152516010
FAM157B 9 138215351 138252775
C7orf65 7 47655244 47661648
SPATA31D3 9 81943500 81950094
ZNF883 9 112997120 113012192
SPDYE2B 7 102650325 102661400
LOC101929766 1 189266081 189335533
HOTS 11  
OR4E1 14 21669891 21671035
RBM14-RBM4 11 66616582 66646473
C22orf42 22 32149006 32160432
C11orf44 11 130672956 130717352
SPATA31A5 9 60914372 60920653
SPATA31A6 9 42183659 42189887
OR4F5 1 69091 70008
SMIM6 17 75644822 75647977
ZNF700 19 11925068 11950773
PPIAL4C 1 149583823 149584607
PRAMEF5 1 13254198 13263435
PRAMEF7 1 12916647 12920480
PRAMEF17 1 13389632 13392629
PINLYP 19 43576800 43582104
KRTAP10-4 21 44573729 44575371
CEACAM21 19 41549250 41586844
OR5H15 3 98168700 98169641
C2orf78 2 73784189 73817148
OR2T29 1 248558544 248559491
C19orf81 19 50632767 50659310
VSTM2A 7 54542325 54571080
OR2W5 1 247491068 247492409
OR13C9 9 104617248 104618204
OR6T1 11 123942432 123993780
OR1S2 11 58203204 58204181
LOC100132146 3 46612435 46626543
LOC729800 10  
LOC100505478 9 114666434 114682089
LOC101929469 12 2848243 2857215
LOC100132874 9 61982796 61986927
LOC100130705 7 128866410 128872047
ZNF705B 8 7926337 7952413
GOLGA8J 15 30082375 30096701
GOLGA6C 15 75258558 75273455
TMEM191C 22 21467140 21469940
ZNF793 19 37506447 37543337
ZNF442 19 12349371 12365985
GTF2H2C_2 5  
GOLGA6L6 15 20531856 20541800
PRR23A 3 139003962 139006268
FAM177B 1 222737216 222753727
PRR23C 3 139042102 139044892
KRTAP29-1 17 41301826 41302851
SPATA45 1 212830141 212847649
THEG5 19 31588189 31593550
ZNF705E 11 71814045 71821547
TRIM64C 11 49053714 49059112
TSPYL6 2 54253178 54256272
PRR25 16 805443 813861
ZNF678 1 227563519 227677443
TMEM31 X 103710909 103714032
SMIM2 13 44143151 44161257
NUTM2F 9 94318196 94554847
CT45A9 X 135863776 135881166
TBC1D3K 17 37923805 37935371
CT45A7 X 135829229 135846600
GOLGA6L3 15 85240410 85247187
ANKRD20A4 9 64369563 64412691
TSPY4 Y 9337483 9340283
PRAMEF15 1 13315581 13322595
GOLGA8K 15 32389585 32403292
KHDC1L 6 73223544 73225452
ZNF705D 8 12089338 12115516
C6orf132 6 42101119 42142977
C15orf56 15 40250664 40252909
NPIPB15 16 74375001 74392115
LCNL1 9 136982993 136985758
C12orf76 12 110028042 110082224
C8orf31 8 143039209 143054303
SLC22A31 16 89195756 89201671
C1orf162 1 111467487 111478512
CCDC74A 2 131522641 131533670
DNAJB3 2 233742750 233744015
OR11H12 14 18601117 18602097
PRR20C 13 57154061 57157082
MINOS1-NBL1 1 19596977 19658456
NDUFC2-KCTD14 11 78015715 78080219
HSPE1-MOB4 2 197499997 197553699
MSANTD3-TMEFF1 9 100441906 100577636
SMCO1 3 196506879 196515366
C16orf82 16 27066898 27069166
C12orf54 12 48455581 48496514
SCGB1C2 17 132364 139067
PRR20E 13 57167197 57170218
C10orf95 10 102449837 102451543
NPIPB9 16 28742728 28772850
FTH1P18 X 37042882 37043794
TRIM49D2 11 89924064 89933063
PTPRZ2 1  
BCL2L2-PABPN1 14 23306762 23326185
CT47A12 X 120877490 120932297
KRTAP25-1 21 30289145 30289514
MBD3L3 19 7056205 7069615
ZNF888 19 52905893 52923452
NPIPA7 16 16378794 16393972
GAGE12F X  
TMEM191B 22 18527802 18530794
HNRNPCL3 1 13061232 13062237
FAM25G 10 47487236 47491700
C10orf131 10 95907965 95938658
FOXB2 9 77019655 77020953
NUTM2G 9 96929004 96942290
DPH3P1 20 62844566 62846191
C20orf78 20 18809351 18830203
SPDYE5 7 75493182 75504304
TRIM39-RPP21 6 30329311 30346858
TSPY10 Y 9527899 9530683
AGAP5 10 73674275 73697796
C6orf99 6 158869855 158918005
C1GALT1C1L 2 43675153 43676322
TMEM244 6 129831244 129861503
U2AF1L5 21 6484623 6499284
C11orf40 11 4571423 4577820
FAM25C 10 47995322 47999791
ANKRD20A2 9 40223078 40282461
ANKRD20A3 9 66104344 66153187
HNRNPCL2 1 13115488 13116854
FAM231B 1 16538724 16540035
FAM231A 1 16673003 16673512
HRCT1 9 35906192 35907141
PRAMEF6 1 12938472 12947580
SPDYE18 7 77051689 77060538
C9orf129 9 93318199 93346414
KCNE1B 21 7789189 7829632
CCDC92B 17 2724411 2749562
LY6L 8 143080043 143083478
RFPL4AL1 19 55769118 55773423
OR4F21 8 166086 167024
OR9G9 11  
OR8U8 11  
WDR97 8 144107726 144118315
OR4M2 15 22080527 22081610
LOC102723899 7 90509145 90513397
LOC101927853 11 65796550 65833497
LOC100506944 3 88338295 88468050
LOC100129216 11 71878453 71884561
OR51A2 11 4954772 4955713
GOLGA6D 15 75282841 75295807
SPATA31C2 9 88129305 88134985
FAM47C X 37008359 37011666
PRORY Y 21382961 21454622
LMO7DN 13 75870571 75883812
CFC1B 2 130521094 130527992
ZNF806 2 132307144 132318747
TCP10L2 6 167170593 167193779
POM121L12 7 53035656 53036925
TMEM105 17 81305814 81330674
C17orf77 17 74584679 74594209
ZNF835 19 56662652 56671783
ZDHHC11B 5 710355 784749
TP53TG3D 16 32253324 32255928
NPIPB11 16 29381183 29405678
NPIPB8 16 28624517 28658725
PPIAL4G 1 148482548 148483285
CBWD6 9 41131309 41189364
AGAP9 10 47501854 47523638
GOLGA6L1 15 23127066 23136822
CH17-360D5.1 10 47914012 47926069
NPIPB6 16 28342512 28364929
NUTM2A 10 87223041 87235907
AQP12B 2 240676416 240685768
ALG1L2 3 130081831 130098467
SMIM10 X 134990938 134992473
GOLGA8N 15 32587328 32607310
CTAGE15 7 143571801 143574387
C8orf86 8 38504582 38528665
SPDYE4 17 8746868 8759412
DCAF8L2 X 27746809 27748821
ZNF850 19 36743478 36772814
ZNF852 3 44498970 44510640
C12orf77 12 24993424 24997439
ZNF836 19 52154612 52171667
C9orf62 9 135343249 135346562
C7orf77 7 124777292 124790810
C19orf84 19 51388289 51390574
ZNF837 19 58367623 58381022
WRB-SH3BGR 21  
CTAGE6 7 143755089 143757750
PRR20D 13 57160632 57163653
PRR20B 13 57147488 57150509
ZNF763 19 11965054 11980399
MBD3L4 19 7037744 7040826
MBD3L5 19 7029930 7033011
SAGE2P X 135638042 135688495
TRIM43B 2 95476967 95484731
NUTM2B 10 79699700 79715486
RIBIN 22  
PRR23D2 8 7778591 7784165
PRAMEF25 1 13073678 13078038
WFDC6 20 45534197 45539495
KRTAP10-6 21 44591268 44592505
HNRNPCL4 1 13164555 13165482
C17orf112 17 52983991 52987658
LINC01272 20 50267483 50279795
CCDC179 11 22846922 22860486
KRTAP21-3 21 30718525 30718777
SMKR1 7 129502479 129512932
ZNF730 19 23116975 23147212
CXorf51A X 146814104 146814731
BTNL10 1 228508027 228514017
FLJ45513 17 49844715 49848837
PPIAL4F 1 144592868 144593652
KRTAP19-8 21 31038159 31038476
FAM157A 3 198151974 198211810
RHOXF2B X 120072264 120077742
PPIAL4D 1 145241415 145242199
PRR21 2 240041813 240042982
FOXL2NB 3 138947234 138953990
C2orf91 2 41935368 41953803
PRAMEF13 1 13196188 13201409
SPATA31D1 9 81987667 81995256
C1orf229 1 247110160 247112417
C1orf137 1 116694112 116706603
ANKRD62 18 12072533 12129764
GTSCR1 18 70630519 70670875
C3orf79 3 153484495 153502697
ZNF534 19 52429321 52451939
FAM24A 10 122910701 122913111
WDR87 19 37884573 37906706
ZCCHC10 5 132996985 133026617
KRTAP5-2 11 1597177 1598294
KRTAP10-2 21 44550357 44551505
C22orf34 22 49414524 49657542
TRIM61 4 164954446 164977666
MSANTD2 11 124766492 124800436
KRTAP5-8 11 71538025 71539207
RASA4B 7 102483139 102517777
SUPT20HL1 X 24362761 24365424
ZNF562 19 9648654 9675302
KRTAP4-7 17 41084207 41085144
ASAH2B 10 50739899 50757188
PQLC2L 3 157543344 157677750
PANO1 11 797511 799185
C7orf73 7 135662473 135676412
KRTAP19-5 21 30501872 30502090
PRR31 9 136968886 136976820
GATS 7 100200653 100272232
MGAM2 7 142111722 142223533
GTF2H2C 5 69560143 69592903
ZNF816-ZNF321P 19 52927135 52962911
ZNF679 7 64228474 64266931
TMEM56-RWDD3 1 95117923 95244955
ZNF587B 19 57830294 57846238
FAM122C X 134796413 134855135
DNAJC25-GNG10 9 111631352 111670246
NARR 17 28715993 28717890
ZNF684 1 40531155 40548169
USP41 22 20363284 20390758
LY75-CD302 2 159768628 159904756
C1orf204 1 159834474 159855347
TDRD15 2 21106652 21147393
C9orf47 9 88990863 88996142
C10orf91 10 132445210 132448321
ZNF626 19 20619939 20661596
C10orf25 10 44993932 45000910
FAM218A 4 164956948 164959121
C2orf48 2 10141382 10211730
SLC35G3 17 35192520 35194393
CCDC74B 2 130139283 130145134
RUSC1-AS1 1 155320460 155324147
KRTAP6-1 21 30613686 30613904
ARHGEF35 7 144186083 144195698
KRTAP19-7 21 30561098 30561289
BHMG1 19 45723892 45764539
KRTAP5-6 11 1697195 1697755
FLJ20712 7 33726517 33728456
LRP5L 22 25351418 25381989
LOC100506127 11 76381325 76408132
SPDYE3 7 100306812 100322196
KRTAP19-1 21 30480045 30480317
ZNF385C 17 42024876 42072630
URGCP-MRPS24 7 43866558 43906632
TMIGD3 1 111483348 111564003
SETDB2-PHF11 13  
PLEKHG7 12 92736489 92772745
IQCA1L 7 151190873 151205519
KRTAP9-6 17 41265378 41265860
FXYD6-FXYD2 11 117820075 117877031
ZNF728 19 22974883 23003208
SYNJ2BP-COX16 14 70325081 70417090
LOC388813 21 14591392 14643107
KRTAP22-1 21 30601121 30601267
KRTAP21-1 21 30755139 30755378
KRTAP20-2 21 30635264 30635461
KRTAP20-1 21 30616455 30616625
CCNJL 5 160251659 160313703
NKX1-1 4 1402932 1406442
ZHX1-C8orf76 8 123226189 123274487
KRTAP5-11 11 71581855 71582875
KRTAP5-10 11 71565563 71566620
KRTAP20-3 21 30642864 30643136
SLC35G4 18 11609558 11610612
C10orf142 10 44292750 44294649
C10orf111 10 15095385 15097319
C9orf57 9 72051381 72060605
LOC101928841 13 113399610 113420858
C9orf163 9 136483495 136486067
PPP5D1 19 46480788 46601200
MIR205HG 1 209428823 209432552
NT5DC4 2 112720810 112742879
ZNF765 19 53387860 53412009
KRTAP19-6 21 30541535 30541864
KRTAP19-3 21 30491464 30491957
KRTAP6-3 21 30592440 30593055
KRTAP5-4 11  
KRTAP5-3 11 1607565 1608463
TBC1D28 17 18634434 18644433
ZNF578 19 52453506 52516878
LOC101927789 11 65454421 65466720
ZNF286B 17 18658429 18682259
LOC643355 1 111989995 111998842
NT5C1B-RDH14 2 18554723 18589580
CKLF-CMTM1 16 66552563 66579135
DEFB134 8 11993177 12000752
LOC100996634 6 109217301 109285010
RBAK-RBAKDN 7 5045821 5073223
C1orf195 1 15164196 15171624
PHGR1 15 40351033 40356434
KRTAP21-2 21 30746951 30747202
KRTAP19-2 21 30487190 30487348
KRTAP6-2 21 30598686 30598874
LOC286238 9 88627068 88652179
PABPC1L2B X 73003513 73005712
ARIH2OS 3 48917788 48919385
SPATA31C1 9 87913936 87923657
PRR34 22 46050459 46054144
LOC149373 1 231184099 231187627
LOC729159 16 60358455 60359763
OVOS 12 9517803 9573297
OVOS 12 9511774 9517795
ZNF781 19 37667749 37692315
C9orf139 9 137027464 137037767
PIGBOS1 15  
TRIM48 11 55262182 55271119
TNFAIP8L2-SCNM1 1 151156629 151170297
BIVM-ERCC5 13 102807146 102876001
LOC100129307 13 77661374 77662803
DEFB133 6 49946101 49949444
C22orf24 22 31925316 31945362
C16orf97 16 52026352 52078517
LOC200726 2 206642418 206649449
LOC100289561 7 102363861 102380633
LOC100131107 1 152079413 152080924
PRAMEF14 1 13341892 13347134
LOC650293 4 8949751 8950401
LOC100996693 2 219494300 219498287
LOC100130880 7 137953348 137957966
LOC100506422 9 26066675 26118408
LOC101929372 22 17580157 17589192
MED14OS X 40735396 40738701
MT1HL1 1 237004103 237004418
EVPLL 17 18377692 18389652
LOC441239 7 64887751 64890100
LRRC74B 22 21045960 21064168
GRAPL 17 19127469 19158835
FAM180B 11 47586678 47589194
LOC390877 19 6393250 6412404
LOC388282 16 57810066 57816927
LOC338667 11 125947424 125957040
LOC105375396 7 92412550 92437456
LOC102724657 5 178691534 178708586
CH507-42P11.6 21 6084373 6088242
LOC102723532 15  
LOC101929747 5 96934080 96936094
LOC101928722 9 136252193 136266525
LOC101928093 5 172755503 172762565
ANO7P1 1 16215907 16227036
LOC100996274 18 79144752 79149693
UBE2Q2L 15 84172490 84182233
KRTAP22-2 21 30590105 30590397
LOC100287036 16 89321133 89325110
LOC100133267 8 12064389 12071747
LOC100131303 16 68013436 68015911
DPP9-AS1 19 4679282 4685948
TSTD3 6 99520827 99579288
MS4A18 11 60724009 60744213
PRAMEF33P 1 13303516 13309027
LOC645202 15 28349390 28358086
LOC441155 6 65301418 65305613
LINC00083 1 178478153 178499619
C18orf65 18 76495521 76498088
LOC400499 16 11372601 11523533
LOC100129940 12 65851227 65883544
LOC102724957 11 15623774 15705368
LOC388436 17 19219382 19223730
LOC100506388 17 331205 333488
LOC100505549 18 57630302 57669276
LOC101927844 1 87212669 87251331
LOC283710 15 31221813 31230847
LOC105373381 X 153484796 153487088
